what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1321399224675
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1321399224676
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1321399224676
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1321399224677
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1321399224677
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1321399224678
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321399224678
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1321399224679
os,sysinfo,,,"macosx",1321399224682
arch,sysinfo,,,"x86",1321399224682
ws,sysinfo,,,"cocoa",1321399224682
locale,sysinfo,,,"en_US",1321399224682
processors,sysinfo,,,"2",1321399224682
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1321399224682
java.runtime.version,sysinfo,,,"1.6.0_26-b03-384-10M3521",1321399224682
java.specification.name,sysinfo,,,"Java Platform API Specification",1321399224682
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321399224682
java.specification.version,sysinfo,,,"1.6",1321399224682
java.vendor,sysinfo,,,"Apple Inc.",1321399224682
java.version,sysinfo,,,"1.6.0_26",1321399224682
java.vm.info,sysinfo,,,"mixed mode",1321399224682
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1321399224682
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321399224682
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321399224683
java.vm.specification.version,sysinfo,,,"1.0",1321399224683
java.vm.vendor,sysinfo,,,"Apple Inc.",1321399224683
java.vm.version,sysinfo,,,"20.1-b02-384",1321399224683
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1321399224687
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321399225115
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1321399225259
started,bundle,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms",1321399225384
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1321399225555
started,bundle,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.adt",1321399225566
started,bundle,com.android.ide.eclipse.traceview,15.0.0.v201110251216-213216,"com.android.ide.eclipse.traceview",1321399225725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399226017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399226112
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321399226151
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321399226442
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1321399228376
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1321399229038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399231433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399234622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1321399234660
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1321399247422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399259168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399264860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1321399264899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399307431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399314391
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1321399319319
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1321399319388
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1321399319947
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1321399319972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399328427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399357815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321399357852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321399357852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399359721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399563285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399563813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399564715
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321399564877
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1321399565345
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1321399565346
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1321399565347
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1321399565349
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1321399565354
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1321399565354
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1321399565355
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1321399565355
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,15.0.0.v201110251216-213216,"overlay.com.android.ide.eclipse.adt.overlay",1321399565355
stopped,bundle,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.adt",1321399565355
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1321399565369
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1321399565370
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1321399565371
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1321399565371
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1321399565371
