what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408143725
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321408146570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321408148424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408149427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408228890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408232085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408531049
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321408533455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408551677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408688110
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321408713975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408723438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408740112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408740154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408740154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408745448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408754045
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1321408754090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408757578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408769013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408769058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408769058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408771070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408796634
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321408800159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321408822623
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321408829481
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1321408833834
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321408834512
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321408839979
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321408850575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408853823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408861410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408861456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408861456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408863244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408876781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321408877838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321408879770
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321408886584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408894114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408900670
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408900712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321408900712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408902947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408931663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321408976048
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321409211387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321409223118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321409382548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1321409382588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321409383277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321409384505
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321409384693
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1321409385168
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1321409385171
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1321409385172
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1321409385172
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1321409385176
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1321409385177
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1321409385177
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1321409385177
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,15.0.0.v201110251216-213216,"overlay.com.android.ide.eclipse.adt.overlay",1321409385179
stopped,bundle,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.adt",1321409385179
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1321409385180
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1321409385181
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1321409385184
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1321409385185
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1321409385185
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1321409385191
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1321409385192
