what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321493443238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321493558156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493660155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493732885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493736721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493798701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493802826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1321493802854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493818727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493824008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493824192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493829298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493836232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321493870230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493888507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321493904396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321493940313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321493950469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321493983317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321494117792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321494119321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321494129126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321494216335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321494262604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321494400764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321494490468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321494678216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321494798131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321494814867
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321494817603
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321494824457
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321494831300
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321494831579
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321494837852
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321494838218
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321494838264
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321494850425
